name,pred,d7ft_0,d7ft_1,d7ft_2,d7ft_3,d7ft_4,d7ft_5,d7ft_6,d7ft_7,d7ft_8,true
ISIC_0034246,0.7717771530151367,1.0118142e-05,4.7471418e-05,4.3808577e-05,5.4986587e-05,7.180115e-05,0.00015599627,0.77177715,0.22776373,7.495931e-05,1
ISIC_0034162,0.11948616057634354,0.0002618851,0.0014486656,0.03947019,0.0003946179,0.00030273455,0.0002452379,0.11948616,0.83800805,0.00038244482,1
ISIC_0033879,1.4311921404441819e-05,1.7968672e-05,2.249073e-05,5.2984986e-05,8.920012e-05,6.023612e-05,7.534404e-05,1.4311921e-05,0.99960977,5.7761892e-05,0
ISIC_0029779,0.001536917989142239,0.00909753,0.03350407,0.0060276855,0.008994169,0.002122757,0.9362474,0.001536918,0.00048023742,0.0019891965,0
ISIC_0030085,0.4359752833843231,0.00039029535,0.0021780012,0.1250587,0.00058348797,0.0016758979,0.0008552021,0.43597528,0.4317818,0.0015013046,0
ISIC_0029752,5.1415136113064364e-05,6.659884e-05,0.00014522353,0.0005948604,0.0001456351,0.00016453862,0.0004525599,5.1415136e-05,0.99822575,0.00015348158,0
ISIC_0034048,0.7860408425331116,0.00018657508,0.00022380124,0.0010527661,0.00037644518,0.0006532391,0.00032392555,0.78604084,0.21045418,0.0006881956,1
ISIC_0025152,0.00013711625069845468,4.9089826e-06,8.122184e-05,0.00013303554,2.1302096e-05,3.3018696e-05,0.0002089444,0.00013711625,0.9993504,2.9969124e-05,0
ISIC_0033902,0.9744947552680969,0.00019532842,0.0004371162,0.0016158372,0.0026499694,0.0003456901,0.0005999042,0.97449476,0.019308412,0.00035304436,1
ISIC_0033546,0.35491102933883667,6.4337335e-05,0.00014804318,0.0005260438,0.0006491799,0.00035555844,0.00036436485,0.35491103,0.64264494,0.0003364195,1
ISIC_0026391,0.010596347972750664,1.5671674e-05,9.6262665e-05,0.00015647615,9.561395e-05,0.00013719124,0.00014792995,0.010596348,0.9886188,0.00013574016,0
ISIC_0027822,0.5112009644508362,0.0015409327,0.002879907,0.35039502,0.0013504805,0.0007391794,0.00026218183,0.51120096,0.13083574,0.0007955939,1
ISIC_0031953,0.018540695309638977,6.060134e-05,0.00075618294,0.00037689725,0.0002615836,0.00026501145,0.00028962514,0.018540695,0.9791846,0.00026486316,1
ISIC_0033871,0.04134736955165863,6.712353e-05,0.00011726559,0.00017300832,0.00019874357,0.00032917125,0.00014903946,0.04134737,0.95728374,0.0003345601,1
ISIC_0028085,0.003047514706850052,0.0023273742,0.436681,0.004959458,0.0046653585,0.0017803527,0.016001323,0.0030475147,0.5281084,0.002429246,0
ISIC_0034153,0.0011216767597943544,0.0042665307,0.7866795,0.039558716,0.0017305675,0.0003579786,0.0009086752,0.0011216768,0.16494502,0.0004312767,0
ISIC_0031160,0.016624391078948975,4.9830684e-05,0.00016754016,0.00086700334,0.00015868053,0.00032183478,0.0002133365,0.016624391,0.98125786,0.00033957473,0
ISIC_0031474,0.006453348323702812,4.641115e-05,0.00014508697,0.00020049399,0.000115692405,0.00020736242,0.00023320466,0.0064533483,0.99237764,0.00022072437,0
ISIC_0030851,0.0002745215315371752,4.7597296e-05,0.00020602948,8.5039275e-05,9.3383285e-05,0.00012243638,0.00022448505,0.00027452153,0.9988129,0.00013359451,0
ISIC_0033752,0.3653198182582855,0.026530195,0.007934161,0.384238,0.012595104,0.0067410246,0.0030934685,0.36531982,0.18715927,0.006388912,1
ISIC_0033865,0.09604983031749725,0.03842493,0.0062137404,0.7079298,0.006556708,0.009413531,0.0046220487,0.09604983,0.12090751,0.00988191,0
ISIC_0031872,0.015218691900372505,0.008159897,0.05452596,0.9152502,0.0038935442,0.00066880445,0.0008347224,0.015218692,0.0007500758,0.0006980858,0
ISIC_0034070,0.0009440067806281149,0.00027076944,0.02361625,0.690019,0.000393158,0.0006663727,0.0006041543,0.0009440068,0.2828892,0.00059707224,0
ISIC_0030845,0.13420958817005157,3.2405904e-05,6.9136455e-05,6.8801695e-05,0.00017962541,0.00024921805,0.0002636088,0.13420959,0.8647046,0.00022294794,0
ISIC_0033186,0.008435938507318497,0.0004229731,0.0004711639,0.013317857,0.0005134848,0.0010303254,0.0010426651,0.0084359385,0.9738246,0.00094093994,1
ISIC_0034262,0.5560300350189209,0.0008304106,0.00061844056,0.4262549,0.00072185614,0.00041173588,0.00045760357,0.55603004,0.014168123,0.00050686963,1
ISIC_0032313,0.38606661558151245,0.00083744683,0.018035533,0.0008942471,0.0036373113,0.0029792138,0.004295365,0.38606662,0.5802383,0.0030160027,1
ISIC_0032221,0.0004446290258783847,2.5166286e-05,0.000112011505,0.00018590628,0.00010402903,0.00015476198,0.000111204325,0.00044462903,0.99872607,0.00013622736,0
ISIC_0024770,0.0003794108924921602,0.0008383039,0.000110432804,0.99829894,8.70321e-05,7.305181e-05,3.3969052e-05,0.0003794109,0.00010837904,7.043859e-05,0
ISIC_0033299,0.9973419308662415,0.00022800421,0.00010187563,0.0008778513,0.0007039007,0.00017923876,0.00011545891,0.99734193,0.00032406213,0.00012764361,1
ISIC_0033583,0.0005843676044605672,0.00013701449,2.2712054e-05,0.99560344,4.364935e-05,6.7538e-05,2.6769605e-05,0.0005843676,0.0034510645,6.340349e-05,0
ISIC_0029674,0.0005815326003357768,0.0004537584,0.0003572858,0.9736817,0.00032581974,0.000397968,0.00026024162,0.0005815326,0.023485703,0.00045603988,0
ISIC_0027419,0.2304287999868393,0.003597938,0.008146006,0.73846024,0.0016178499,0.0009905071,0.001778359,0.2304288,0.013838669,0.0011416363,0
ISIC_0033310,0.4134013056755066,0.0003554027,0.39182913,0.0028834841,0.0021525715,0.00038273653,0.010577149,0.4134013,0.17809258,0.00032557925,1
ISIC_0029902,5.504364162334241e-05,3.5314657e-05,5.514386e-05,8.504056e-05,0.00013875513,9.650293e-05,0.00018884637,5.504364e-05,0.99925566,8.969106e-05,0
ISIC_0031127,0.005630479194223881,0.0007341645,0.006191777,0.23182145,0.0005658892,0.0009835012,0.0009217372,0.005630479,0.7522581,0.00089288544,0
ISIC_0032244,0.9987084865570068,9.582224e-06,7.711613e-06,0.0011954803,1.2032029e-05,2.9319868e-05,8.902697e-06,0.9987085,3.2417934e-06,2.5226813e-05,1
ISIC_0027948,0.0012248167768120766,1.195629e-05,0.00012046569,0.00013145292,3.6566635e-05,7.521922e-05,9.77819e-05,0.0012248168,0.9982318,6.993394e-05,0
ISIC_0029161,0.1136380285024643,0.008855541,0.0014875518,0.78018486,0.014850688,0.0033207745,0.0040722424,0.11363803,0.06894548,0.0046448633,0
ISIC_0033833,0.0017650376539677382,2.4758596e-05,7.8904995e-05,3.1453717e-05,5.1571235e-05,8.02217e-05,0.0003285748,0.0017650377,0.9975627,7.6734024e-05,0
ISIC_0033708,0.025814859196543694,0.05354601,0.016165119,0.90283614,0.00031345096,0.00016932805,0.00021511302,0.02581486,0.0006814888,0.00025849591,1
ISIC_0032376,0.0018384626600891352,0.00024604716,0.0009614752,0.0005304055,0.0004982019,0.0005089786,0.0034579046,0.0018384627,0.9914325,0.0005260219,0
ISIC_0033696,0.03554198518395424,0.0030019209,0.0037876307,0.1450752,0.0103463475,0.0033176984,0.36348456,0.035541985,0.4325652,0.0028794103,1
ISIC_0034046,0.5682451725006104,0.0024514913,0.002385353,0.074859716,0.010704333,0.0019733335,0.002283671,0.5682452,0.335009,0.002087844,1
ISIC_0034185,0.00026099884416908026,3.0732353e-05,7.1920724e-05,0.00052979105,8.3744e-05,8.514521e-05,7.259321e-05,0.00026099884,0.9987879,7.7223405e-05,0
ISIC_0025600,0.0008162215235643089,0.00025871122,0.99782723,0.00038663848,0.00014902682,4.990273e-05,0.00016388771,0.0008162215,0.00030008252,4.8317954e-05,0
ISIC_0030574,0.0035271858796477318,0.00043116012,0.38312,0.0054879305,0.0019344449,0.00039392294,0.005087638,0.0035271859,0.59947014,0.0005474991,0
ISIC_0033925,0.08197858929634094,0.009675261,0.08177297,0.65230644,0.0054312455,0.0028377455,0.12886208,0.08197859,0.03448371,0.0026519685,1
ISIC_0033509,0.08446644246578217,0.0012702137,0.0028732019,0.80725753,0.0004229863,0.0004756419,0.0002180165,0.08446644,0.10252489,0.0004910818,0
ISIC_0024624,0.43506884574890137,0.0023573758,0.003871489,0.555475,0.0006450699,0.00051416527,0.00054289645,0.43506885,0.0008059626,0.00071915827,1
ISIC_0033364,0.16990840435028076,0.00051642896,0.000894474,0.16159588,0.0018393695,0.00076837954,0.0009781477,0.1699084,0.6626651,0.00083376165,0
ISIC_0034232,0.004701943602412939,0.00010168976,0.00022619023,0.00013583952,0.00040113283,0.0002677903,0.00029109407,0.0047019436,0.99356395,0.0003103808,0
